,bvh_path,c3d_path,motion_npy_path,marker_npy_path,subject,activity,file_stem,frame_rate,avg_bone
0,dataset/all_bvh/subjects/134/134_12.bvh,dataset/clean_c3d/subjects/134/134_12.c3d,dataset/bvh_npy/subjects/134/134_12.npy,dataset/c3d_npy/subjects/134/134_12.npy,134,12,134_12,120.0,3.071742294879083
1,dataset/all_bvh/subjects/134/134_05.bvh,dataset/clean_c3d/subjects/134/134_05.c3d,dataset/bvh_npy/subjects/134/134_05.npy,dataset/c3d_npy/subjects/134/134_05.npy,134,05,134_05,120.0,3.071742294879083
2,dataset/all_bvh/subjects/134/134_10.bvh,dataset/clean_c3d/subjects/134/134_10.c3d,dataset/bvh_npy/subjects/134/134_10.npy,dataset/c3d_npy/subjects/134/134_10.npy,134,10,134_10,120.0,3.071742294879083
3,dataset/all_bvh/subjects/134/134_06.bvh,dataset/clean_c3d/subjects/134/134_06.c3d,dataset/bvh_npy/subjects/134/134_06.npy,dataset/c3d_npy/subjects/134/134_06.npy,134,06,134_06,120.0,3.071742294879083
4,dataset/all_bvh/subjects/134/134_03.bvh,dataset/clean_c3d/subjects/134/134_03.c3d,dataset/bvh_npy/subjects/134/134_03.npy,dataset/c3d_npy/subjects/134/134_03.npy,134,03,134_03,120.0,3.071742294879083
5,dataset/all_bvh/subjects/134/134_09.bvh,dataset/clean_c3d/subjects/134/134_09.c3d,dataset/bvh_npy/subjects/134/134_09.npy,dataset/c3d_npy/subjects/134/134_09.npy,134,09,134_09,120.0,3.071742294879083
6,dataset/all_bvh/subjects/134/134_13.bvh,dataset/clean_c3d/subjects/134/134_13.c3d,dataset/bvh_npy/subjects/134/134_13.npy,dataset/c3d_npy/subjects/134/134_13.npy,134,13,134_13,120.0,3.071742294879083
7,dataset/all_bvh/subjects/134/134_15.bvh,dataset/clean_c3d/subjects/134/134_15.c3d,dataset/bvh_npy/subjects/134/134_15.npy,dataset/c3d_npy/subjects/134/134_15.npy,134,15,134_15,120.0,3.071742294879083
8,dataset/all_bvh/subjects/134/134_08.bvh,dataset/clean_c3d/subjects/134/134_08.c3d,dataset/bvh_npy/subjects/134/134_08.npy,dataset/c3d_npy/subjects/134/134_08.npy,134,08,134_08,120.0,3.071742294879083
9,dataset/all_bvh/subjects/134/134_04.bvh,dataset/clean_c3d/subjects/134/134_04.c3d,dataset/bvh_npy/subjects/134/134_04.npy,dataset/c3d_npy/subjects/134/134_04.npy,134,04,134_04,120.0,3.071742294879083
10,dataset/all_bvh/subjects/134/134_07.bvh,dataset/clean_c3d/subjects/134/134_07.c3d,dataset/bvh_npy/subjects/134/134_07.npy,dataset/c3d_npy/subjects/134/134_07.npy,134,07,134_07,120.0,3.071742294879083
11,dataset/all_bvh/subjects/134/134_11.bvh,dataset/clean_c3d/subjects/134/134_11.c3d,dataset/bvh_npy/subjects/134/134_11.npy,dataset/c3d_npy/subjects/134/134_11.npy,134,11,134_11,120.0,3.071742294879083
12,dataset/all_bvh/subjects/134/134_02.bvh,dataset/clean_c3d/subjects/134/134_02.c3d,dataset/bvh_npy/subjects/134/134_02.npy,dataset/c3d_npy/subjects/134/134_02.npy,134,02,134_02,120.0,3.071742294879083
13,dataset/all_bvh/subjects/134/134_01.bvh,dataset/clean_c3d/subjects/134/134_01.c3d,dataset/bvh_npy/subjects/134/134_01.npy,dataset/c3d_npy/subjects/134/134_01.npy,134,01,134_01,120.0,3.071742294879083
14,dataset/all_bvh/subjects/134/134_14.bvh,dataset/clean_c3d/subjects/134/134_14.c3d,dataset/bvh_npy/subjects/134/134_14.npy,dataset/c3d_npy/subjects/134/134_14.npy,134,14,134_14,120.0,3.071742294879083
15,dataset/all_bvh/subjects/123/123_02.bvh,dataset/clean_c3d/subjects/123/123_02.c3d,dataset/bvh_npy/subjects/123/123_02.npy,dataset/c3d_npy/subjects/123/123_02.npy,123,02,123_02,120.0,2.8420114420928666
16,dataset/all_bvh/subjects/123/123_01.bvh,dataset/clean_c3d/subjects/123/123_01.c3d,dataset/bvh_npy/subjects/123/123_01.npy,dataset/c3d_npy/subjects/123/123_01.npy,123,01,123_01,120.0,2.8420114420928666
17,dataset/all_bvh/subjects/123/123_08.bvh,dataset/clean_c3d/subjects/123/123_08.c3d,dataset/bvh_npy/subjects/123/123_08.npy,dataset/c3d_npy/subjects/123/123_08.npy,123,08,123_08,120.0,2.8420114420928666
18,dataset/all_bvh/subjects/123/123_05.bvh,dataset/clean_c3d/subjects/123/123_05.c3d,dataset/bvh_npy/subjects/123/123_05.npy,dataset/c3d_npy/subjects/123/123_05.npy,123,05,123_05,120.0,2.8420114420928666
19,dataset/all_bvh/subjects/123/123_10.bvh,dataset/clean_c3d/subjects/123/123_10.c3d,dataset/bvh_npy/subjects/123/123_10.npy,dataset/c3d_npy/subjects/123/123_10.npy,123,10,123_10,120.0,2.8420114420928666
20,dataset/all_bvh/subjects/123/123_11.bvh,dataset/clean_c3d/subjects/123/123_11.c3d,dataset/bvh_npy/subjects/123/123_11.npy,dataset/c3d_npy/subjects/123/123_11.npy,123,11,123_11,120.0,2.8420114420928666
21,dataset/all_bvh/subjects/123/123_03.bvh,dataset/clean_c3d/subjects/123/123_03.c3d,dataset/bvh_npy/subjects/123/123_03.npy,dataset/c3d_npy/subjects/123/123_03.npy,123,03,123_03,120.0,2.8420114420928666
22,dataset/all_bvh/subjects/123/123_09.bvh,dataset/clean_c3d/subjects/123/123_09.c3d,dataset/bvh_npy/subjects/123/123_09.npy,dataset/c3d_npy/subjects/123/123_09.npy,123,09,123_09,120.0,2.8420114420928666
23,dataset/all_bvh/subjects/123/123_06.bvh,dataset/clean_c3d/subjects/123/123_06.c3d,dataset/bvh_npy/subjects/123/123_06.npy,dataset/c3d_npy/subjects/123/123_06.npy,123,06,123_06,120.0,2.8420114420928666
24,dataset/all_bvh/subjects/123/123_07.bvh,dataset/clean_c3d/subjects/123/123_07.c3d,dataset/bvh_npy/subjects/123/123_07.npy,dataset/c3d_npy/subjects/123/123_07.npy,123,07,123_07,120.0,2.8420114420928666
25,dataset/all_bvh/subjects/123/123_13.bvh,dataset/clean_c3d/subjects/123/123_13.c3d,dataset/bvh_npy/subjects/123/123_13.npy,dataset/c3d_npy/subjects/123/123_13.npy,123,13,123_13,120.0,2.8420114420928666
26,dataset/all_bvh/subjects/123/123_04.bvh,dataset/clean_c3d/subjects/123/123_04.c3d,dataset/bvh_npy/subjects/123/123_04.npy,dataset/c3d_npy/subjects/123/123_04.npy,123,04,123_04,120.0,2.8420114420928666
27,dataset/all_bvh/subjects/123/123_12.bvh,dataset/clean_c3d/subjects/123/123_12.c3d,dataset/bvh_npy/subjects/123/123_12.npy,dataset/c3d_npy/subjects/123/123_12.npy,123,12,123_12,120.0,2.8420114420928666
28,dataset/all_bvh/subjects/40/40_06.bvh,dataset/clean_c3d/subjects/40/40_06.c3d,dataset/bvh_npy/subjects/40/40_06.npy,dataset/c3d_npy/subjects/40/40_06.npy,40,06,40_06,120.0,2.9780316360544754
29,dataset/all_bvh/subjects/40/40_03.bvh,dataset/clean_c3d/subjects/40/40_03.c3d,dataset/bvh_npy/subjects/40/40_03.npy,dataset/c3d_npy/subjects/40/40_03.npy,40,03,40_03,120.0,2.9780316360544754
30,dataset/all_bvh/subjects/40/40_04.bvh,dataset/clean_c3d/subjects/40/40_04.c3d,dataset/bvh_npy/subjects/40/40_04.npy,dataset/c3d_npy/subjects/40/40_04.npy,40,04,40_04,120.0,2.9780316360544754
31,dataset/all_bvh/subjects/40/40_08.bvh,dataset/clean_c3d/subjects/40/40_08.c3d,dataset/bvh_npy/subjects/40/40_08.npy,dataset/c3d_npy/subjects/40/40_08.npy,40,08,40_08,120.0,2.9780316360544754
32,dataset/all_bvh/subjects/40/40_11.bvh,dataset/clean_c3d/subjects/40/40_11.c3d,dataset/bvh_npy/subjects/40/40_11.npy,dataset/c3d_npy/subjects/40/40_11.npy,40,11,40_11,120.0,2.9780316360544754
33,dataset/all_bvh/subjects/40/40_07.bvh,dataset/clean_c3d/subjects/40/40_07.c3d,dataset/bvh_npy/subjects/40/40_07.npy,dataset/c3d_npy/subjects/40/40_07.npy,40,07,40_07,120.0,2.9780316360544754
34,dataset/all_bvh/subjects/40/40_10.bvh,dataset/clean_c3d/subjects/40/40_10.c3d,dataset/bvh_npy/subjects/40/40_10.npy,dataset/c3d_npy/subjects/40/40_10.npy,40,10,40_10,120.0,2.9780316360544754
35,dataset/all_bvh/subjects/40/40_12.bvh,dataset/clean_c3d/subjects/40/40_12.c3d,dataset/bvh_npy/subjects/40/40_12.npy,dataset/c3d_npy/subjects/40/40_12.npy,40,12,40_12,120.0,2.9780316360544754
36,dataset/all_bvh/subjects/40/40_09.bvh,dataset/clean_c3d/subjects/40/40_09.c3d,dataset/bvh_npy/subjects/40/40_09.npy,dataset/c3d_npy/subjects/40/40_09.npy,40,09,40_09,120.0,2.9780316360544754
37,dataset/all_bvh/subjects/40/40_05.bvh,dataset/clean_c3d/subjects/40/40_05.c3d,dataset/bvh_npy/subjects/40/40_05.npy,dataset/c3d_npy/subjects/40/40_05.npy,40,05,40_05,120.0,2.9780316360544754
38,dataset/all_bvh/subjects/40/40_02.bvh,dataset/clean_c3d/subjects/40/40_02.c3d,dataset/bvh_npy/subjects/40/40_02.npy,dataset/c3d_npy/subjects/40/40_02.npy,40,02,40_02,120.0,2.9780316360544754
39,dataset/all_bvh/subjects/12/12_01.bvh,dataset/clean_c3d/subjects/12/12_01.c3d,dataset/bvh_npy/subjects/12/12_01.npy,dataset/c3d_npy/subjects/12/12_01.npy,12,01,12_01,120.0,2.8092669207835113
40,dataset/all_bvh/subjects/12/12_02.bvh,dataset/clean_c3d/subjects/12/12_02.c3d,dataset/bvh_npy/subjects/12/12_02.npy,dataset/c3d_npy/subjects/12/12_02.npy,12,02,12_02,120.0,2.8092669207835113
41,dataset/all_bvh/subjects/12/12_03.bvh,dataset/clean_c3d/subjects/12/12_03.c3d,dataset/bvh_npy/subjects/12/12_03.npy,dataset/c3d_npy/subjects/12/12_03.npy,12,03,12_03,120.0,2.8092669207835113
42,dataset/all_bvh/subjects/12/12_04.bvh,dataset/clean_c3d/subjects/12/12_04.c3d,dataset/bvh_npy/subjects/12/12_04.npy,dataset/c3d_npy/subjects/12/12_04.npy,12,04,12_04,120.0,2.8092669207835113
43,dataset/all_bvh/subjects/83/83_68.bvh,dataset/clean_c3d/subjects/83/83_68.c3d,dataset/bvh_npy/subjects/83/83_68.npy,dataset/c3d_npy/subjects/83/83_68.npy,83,68,83_68,120.0,2.6297754671654983
44,dataset/all_bvh/subjects/83/83_49.bvh,dataset/clean_c3d/subjects/83/83_49.c3d,dataset/bvh_npy/subjects/83/83_49.npy,dataset/c3d_npy/subjects/83/83_49.npy,83,49,83_49,120.0,2.6297754671654983
45,dataset/all_bvh/subjects/83/83_41.bvh,dataset/clean_c3d/subjects/83/83_41.c3d,dataset/bvh_npy/subjects/83/83_41.npy,dataset/c3d_npy/subjects/83/83_41.npy,83,41,83_41,120.0,2.6297754671654983
46,dataset/all_bvh/subjects/83/83_08.bvh,dataset/clean_c3d/subjects/83/83_08.c3d,dataset/bvh_npy/subjects/83/83_08.npy,dataset/c3d_npy/subjects/83/83_08.npy,83,08,83_08,120.0,2.6297754671654983
47,dataset/all_bvh/subjects/83/83_21.bvh,dataset/clean_c3d/subjects/83/83_21.c3d,dataset/bvh_npy/subjects/83/83_21.npy,dataset/c3d_npy/subjects/83/83_21.npy,83,21,83_21,120.0,2.6297754671654983
48,dataset/all_bvh/subjects/83/83_61.bvh,dataset/clean_c3d/subjects/83/83_61.c3d,dataset/bvh_npy/subjects/83/83_61.npy,dataset/c3d_npy/subjects/83/83_61.npy,83,61,83_61,120.0,2.6297754671654983
49,dataset/all_bvh/subjects/83/83_16.bvh,dataset/clean_c3d/subjects/83/83_16.c3d,dataset/bvh_npy/subjects/83/83_16.npy,dataset/c3d_npy/subjects/83/83_16.npy,83,16,83_16,120.0,2.6297754671654983
50,dataset/all_bvh/subjects/83/83_02.bvh,dataset/clean_c3d/subjects/83/83_02.c3d,dataset/bvh_npy/subjects/83/83_02.npy,dataset/c3d_npy/subjects/83/83_02.npy,83,02,83_02,120.0,2.6297754671654983
51,dataset/all_bvh/subjects/83/83_42.bvh,dataset/clean_c3d/subjects/83/83_42.c3d,dataset/bvh_npy/subjects/83/83_42.npy,dataset/c3d_npy/subjects/83/83_42.npy,83,42,83_42,120.0,2.6297754671654983
52,dataset/all_bvh/subjects/83/83_17.bvh,dataset/clean_c3d/subjects/83/83_17.c3d,dataset/bvh_npy/subjects/83/83_17.npy,dataset/c3d_npy/subjects/83/83_17.npy,83,17,83_17,120.0,2.6297754671654983
53,dataset/all_bvh/subjects/83/83_63.bvh,dataset/clean_c3d/subjects/83/83_63.c3d,dataset/bvh_npy/subjects/83/83_63.npy,dataset/c3d_npy/subjects/83/83_63.npy,83,63,83_63,120.0,2.6297754671654983
54,dataset/all_bvh/subjects/83/83_45.bvh,dataset/clean_c3d/subjects/83/83_45.c3d,dataset/bvh_npy/subjects/83/83_45.npy,dataset/c3d_npy/subjects/83/83_45.npy,83,45,83_45,120.0,2.6297754671654983
55,dataset/all_bvh/subjects/83/83_34.bvh,dataset/clean_c3d/subjects/83/83_34.c3d,dataset/bvh_npy/subjects/83/83_34.npy,dataset/c3d_npy/subjects/83/83_34.npy,83,34,83_34,120.0,2.6297754671654983
56,dataset/all_bvh/subjects/83/83_53.bvh,dataset/clean_c3d/subjects/83/83_53.c3d,dataset/bvh_npy/subjects/83/83_53.npy,dataset/c3d_npy/subjects/83/83_53.npy,83,53,83_53,120.0,2.6297754671654983
57,dataset/all_bvh/subjects/83/83_18.bvh,dataset/clean_c3d/subjects/83/83_18.c3d,dataset/bvh_npy/subjects/83/83_18.npy,dataset/c3d_npy/subjects/83/83_18.npy,83,18,83_18,120.0,2.6297754671654983
59,dataset/all_bvh/subjects/83/83_10.bvh,dataset/clean_c3d/subjects/83/83_10.c3d,dataset/bvh_npy/subjects/83/83_10.npy,dataset/c3d_npy/subjects/83/83_10.npy,83,10,83_10,120.0,2.6297754671654983
60,dataset/all_bvh/subjects/83/83_60.bvh,dataset/clean_c3d/subjects/83/83_60.c3d,dataset/bvh_npy/subjects/83/83_60.npy,dataset/c3d_npy/subjects/83/83_60.npy,83,60,83_60,120.0,2.6297754671654983
61,dataset/all_bvh/subjects/83/83_32.bvh,dataset/clean_c3d/subjects/83/83_32.c3d,dataset/bvh_npy/subjects/83/83_32.npy,dataset/c3d_npy/subjects/83/83_32.npy,83,32,83_32,120.0,2.6297754671654983
62,dataset/all_bvh/subjects/83/83_55.bvh,dataset/clean_c3d/subjects/83/83_55.c3d,dataset/bvh_npy/subjects/83/83_55.npy,dataset/c3d_npy/subjects/83/83_55.npy,83,55,83_55,120.0,2.6297754671654983
63,dataset/all_bvh/subjects/83/83_14.bvh,dataset/clean_c3d/subjects/83/83_14.c3d,dataset/bvh_npy/subjects/83/83_14.npy,dataset/c3d_npy/subjects/83/83_14.npy,83,14,83_14,120.0,2.6297754671654983
64,dataset/all_bvh/subjects/83/83_05.bvh,dataset/clean_c3d/subjects/83/83_05.c3d,dataset/bvh_npy/subjects/83/83_05.npy,dataset/c3d_npy/subjects/83/83_05.npy,83,05,83_05,120.0,2.6297754671654983
65,dataset/all_bvh/subjects/83/83_36.bvh,dataset/clean_c3d/subjects/83/83_36.c3d,dataset/bvh_npy/subjects/83/83_36.npy,dataset/c3d_npy/subjects/83/83_36.npy,83,36,83_36,120.0,2.6297754671654983
66,dataset/all_bvh/subjects/83/83_24.bvh,dataset/clean_c3d/subjects/83/83_24.c3d,dataset/bvh_npy/subjects/83/83_24.npy,dataset/c3d_npy/subjects/83/83_24.npy,83,24,83_24,120.0,2.6297754671654983
67,dataset/all_bvh/subjects/83/83_44.bvh,dataset/clean_c3d/subjects/83/83_44.c3d,dataset/bvh_npy/subjects/83/83_44.npy,dataset/c3d_npy/subjects/83/83_44.npy,83,44,83_44,120.0,2.6297754671654983
68,dataset/all_bvh/subjects/83/83_27.bvh,dataset/clean_c3d/subjects/83/83_27.c3d,dataset/bvh_npy/subjects/83/83_27.npy,dataset/c3d_npy/subjects/83/83_27.npy,83,27,83_27,120.0,2.6297754671654983
69,dataset/all_bvh/subjects/83/83_57.bvh,dataset/clean_c3d/subjects/83/83_57.c3d,dataset/bvh_npy/subjects/83/83_57.npy,dataset/c3d_npy/subjects/83/83_57.npy,83,57,83_57,120.0,2.6297754671654983
70,dataset/all_bvh/subjects/83/83_28.bvh,dataset/clean_c3d/subjects/83/83_28.c3d,dataset/bvh_npy/subjects/83/83_28.npy,dataset/c3d_npy/subjects/83/83_28.npy,83,28,83_28,120.0,2.6297754671654983
71,dataset/all_bvh/subjects/83/83_26.bvh,dataset/clean_c3d/subjects/83/83_26.c3d,dataset/bvh_npy/subjects/83/83_26.npy,dataset/c3d_npy/subjects/83/83_26.npy,83,26,83_26,120.0,2.6297754671654983
72,dataset/all_bvh/subjects/83/83_37.bvh,dataset/clean_c3d/subjects/83/83_37.c3d,dataset/bvh_npy/subjects/83/83_37.npy,dataset/c3d_npy/subjects/83/83_37.npy,83,37,83_37,120.0,2.6297754671654983
73,dataset/all_bvh/subjects/83/83_30.bvh,dataset/clean_c3d/subjects/83/83_30.c3d,dataset/bvh_npy/subjects/83/83_30.npy,dataset/c3d_npy/subjects/83/83_30.npy,83,30,83_30,120.0,2.6297754671654983
74,dataset/all_bvh/subjects/83/83_09.bvh,dataset/clean_c3d/subjects/83/83_09.c3d,dataset/bvh_npy/subjects/83/83_09.npy,dataset/c3d_npy/subjects/83/83_09.npy,83,09,83_09,120.0,2.6297754671654983
75,dataset/all_bvh/subjects/83/83_48.bvh,dataset/clean_c3d/subjects/83/83_48.c3d,dataset/bvh_npy/subjects/83/83_48.npy,dataset/c3d_npy/subjects/83/83_48.npy,83,48,83_48,120.0,2.6297754671654983
76,dataset/all_bvh/subjects/83/83_65.bvh,dataset/clean_c3d/subjects/83/83_65.c3d,dataset/bvh_npy/subjects/83/83_65.npy,dataset/c3d_npy/subjects/83/83_65.npy,83,65,83_65,120.0,2.6297754671654983
77,dataset/all_bvh/subjects/83/83_39.bvh,dataset/clean_c3d/subjects/83/83_39.c3d,dataset/bvh_npy/subjects/83/83_39.npy,dataset/c3d_npy/subjects/83/83_39.npy,83,39,83_39,120.0,2.6297754671654983
78,dataset/all_bvh/subjects/83/83_31.bvh,dataset/clean_c3d/subjects/83/83_31.c3d,dataset/bvh_npy/subjects/83/83_31.npy,dataset/c3d_npy/subjects/83/83_31.npy,83,31,83_31,120.0,2.6297754671654983
79,dataset/all_bvh/subjects/83/83_20.bvh,dataset/clean_c3d/subjects/83/83_20.c3d,dataset/bvh_npy/subjects/83/83_20.npy,dataset/c3d_npy/subjects/83/83_20.npy,83,20,83_20,120.0,2.6297754671654983
80,dataset/all_bvh/subjects/83/83_33.bvh,dataset/clean_c3d/subjects/83/83_33.c3d,dataset/bvh_npy/subjects/83/83_33.npy,dataset/c3d_npy/subjects/83/83_33.npy,83,33,83_33,120.0,2.6297754671654983
81,dataset/all_bvh/subjects/83/83_51.bvh,dataset/clean_c3d/subjects/83/83_51.c3d,dataset/bvh_npy/subjects/83/83_51.npy,dataset/c3d_npy/subjects/83/83_51.npy,83,51,83_51,120.0,2.6297754671654983
82,dataset/all_bvh/subjects/83/83_15.bvh,dataset/clean_c3d/subjects/83/83_15.c3d,dataset/bvh_npy/subjects/83/83_15.npy,dataset/c3d_npy/subjects/83/83_15.npy,83,15,83_15,120.0,2.6297754671654983
